@id,@lon,@lat,name,description
9161445400,20.5264998,41.3441279,Радуч,2083
9162085821,20.5337193,41.3402363,Слепчарен,2018
9175783832,22.6713122,41.2712692,Боска,720
9178693679,21.3412177,41.7626495,Остри Врв,2263
9178762906,21.358562,41.7615444,Убава,2346
9178787650,21.2998508,41.7507691,Крајни Камен,2093
9180099888,20.8601512,42.0409442,Јелачки Црн Врв,1890
9195259570,20.7578283,41.5809126,Голем Брзовец,2082
9195288732,20.738471,41.5769714,Мал Брзовец,1899
9195296915,20.7478454,41.5936849,Ќурков Дол,2141
